2018,26442
2018,33843
2018,48013
2018,53507
2018,49652
2018,25927
2018,37084
2018,48459
2018,24218
2018,35844
2018,19408
2018,25524
2018,51718
2018,60439
2018,19248
2018,39596
2018,48152
2018,42701
2018,21893
2018,26237
2018,28366
2018,28493
2018,21738
2018,74059
2018,33098
2018,37151
2018,18359
2018,48124
2018,38925
2018,30623
2018,59591
2018,28878
2018,19750
2018,35532
2018,62240
2018,23645
2018,51575
2018,17208
2018,36642
2018,26866
2018,27772
2018,150516
2019,25894
2019,33228
2019,47326
2019,51988
2019,48851
2019,25611
2019,35536
2019,48728
2019,23299
2019,34514
2019,18600
2019,24564
2019,52304
2019,59722
2019,18942
2019,38508
2019,47360
2019,41194
2019,21370
2019,25061
2019,28041
2019,27393
2019,21288
2019,72720
2019,33316
2019,36064
2019,17535
2019,47316
2019,37940
2019,29432
2019,57832
2019,28112
2019,19471
2019,35226
2019,61164
2019,22783
2019,51500
2019,16662
2019,35211
2019,26196
2019,27235
2019,150959
2020,25251
2020,32323
2020,46192
2020,50089
2020,47782
2020,25272
2020,34271
2020,48448
2020,22325
2020,33593
2020,17583
2020,24103
2020,52902
2020,59197
2020,18596
2020,37375
2020,46430
2020,39771
2020,21157
2020,23986
2020,27674
2020,26274
2020,20481
2020,71716
2020,33844
2020,34995
2020,16858
2020,46376
2020,37176
2020,28255
2020,56046
2020,27793
2020,19277
2020,35001
2020,60746
2020,21909
2020,51286
2020,16117
2020,33503
2020,25155
2020,26747
2020,149220
2021,26072
2021,32821
2021,46533
2021,51037
2021,48625
2021,26086
2021,34614
2021,49859
2021,21878
2021,32464
2021,17804
2021,24097
2021,54331
2021,60134
2021,18645
2021,37453
2021,46782
2021,39406
2021,22243
2021,23952
2021,27771
2021,26359
2021,20235
2021,71735
2021,35658
2021,35721
2021,16815
2021,46757
2021,37642
2021,28508
2021,55911
2021,28140
2021,19615
2021,35670
2021,62765
2021,22096
2021,52983
2021,16117
2021,32975
2021,25503
2021,27019
2021,129557
